10:22:18:637	生成开始于 10:22...
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1427,43,1427,47): error CS1061: “IdentifierNameSyntax”未包含“Text”的定义，并且找不到可接受第一个“IdentifierNameSyntax”类型参数的可访问扩展方法“Text”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1432,32,1432,42): error CS1061: “XmlNameSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlNameSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1437,32,1437,42): error CS1061: “XmlNodeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlNodeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1442,32,1442,42): error CS1061: “XmlPrefixSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlPrefixSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1447,32,1447,42): error CS1061: “XmlProcessingInstructionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlProcessingInstructionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1452,32,1452,42): error CS1061: “XmlTextAttributeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlTextAttributeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1457,32,1457,42): error CS1061: “XmlTextSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlTextSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1462,32,1462,42): error CS1061: “YieldStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“YieldStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>已完成生成项目“Exercism.Analyzers.CSharp.csproj”的操作 - 失败。
10:22:22:153	========== 生成: 0 成功，1 失败，0 最新，0 已跳过 ==========
10:22:22:153	========== 生成 于 10:22 完成，耗时 03.555 秒 ==========
